,dim_ad_channel_level1,install_deviceid_cnt,day1_ltv_sum,day2_ltv_sum,day3_ltv_sum,day4_ltv_sum,day5_ltv_sum,day6_ltv_sum,day7_ltv_sum,day30_ltv_sum,day60_ltv_sum,day90_ltv_sum,day180_ltv_sum,day360_ltv_sum,dt,diff_0,month,weekday,is_holiday,is_promo,days_to_next_promo,days_past_last_promo,season,day7_ltv_label,install_deviceid_cnt_zscore,lag_1_install_cnt_zscore,lag_2_install_cnt_zscore,lag_3_install_cnt_zscore,lag_4_install_cnt_zscore,lag_5_install_cnt_zscore,lag_6_install_cnt_zscore,lag_7_install_cnt_zscore,lag_1_install_cnt,lag_2_install_cnt,lag_3_install_cnt,lag_4_install_cnt,lag_5_install_cnt,lag_6_install_cnt,lag_7_install_cnt,avg_day1_ltv,lag_1_avg_day1_ltv,lag_2_avg_day1_ltv,lag_3_avg_day1_ltv,lag_4_avg_day1_ltv,lag_5_avg_day1_ltv,lag_6_avg_day1_ltv,lag_7_avg_day1_ltv,lag_1_contrib_ltv,lag_2_contrib_ltv,lag_3_contrib_ltv,lag_4_contrib_ltv,lag_5_contrib_ltv,lag_6_contrib_ltv,lag_7_contrib_ltv
3902,信息流,25697,675466.364,877391.625,970100.341,1030066.17,1096623.24,1137844.222,1169906.018,1663251.505,1924069.197,2159433.792,2684876.324,2979476.145,2024-09-01,0,9,6,0,0,0,0,autumn,1169906.018,-0.35203714255186236,0.010041327891579967,0.868870195794949,-1.2238606700796288,-1.4489045481203329,-0.24394520113073684,0.6432356514076815,1.7466003867883508,26310.0,27764.0,24221.0,23840.0,25880.0,27382.0,29250.0,26.285806280888817,28.677254694032687,26.438731883013975,27.423569216795343,28.787496308724833,28.78228918083462,27.23368815280111,26.276711282051284,35.07122318510072,36.83386370839936,43.88138412947442,46.60629945469799,48.01906731066461,47.68761606164634,45.3236707008547
3906,信息流,24425,680367.488,887052.388,977661.902,1038240.071,1091699.022,1134620.668,1161086.363,1691617.465,1948230.592,2178881.072,2701324.996,2988707.265,2024-09-02,0,9,0,0,0,0,0,autumn,1161086.363,-0.931038032967638,0.005244507152797249,0.4564561400881957,1.5267036348485044,-1.0811965535529908,-1.3616396728815174,0.13994553297201082,1.245524444340638,25697.0,26310.0,27764.0,24221.0,23840.0,25880.0,27382.0,27.855373101330603,26.285806280888817,28.677254694032687,26.438731883013975,27.423569216795343,28.787496308724833,28.78228918083462,27.23368815280111,34.143737595828306,38.31224196123147,39.73074178792681,45.79737892737707,48.57711803691275,49.62451360123648,47.68761606164634
3910,信息流,25592,679455.295,878248.694,989794.182,1066984.332,1126257.357,1166265.523,1200246.719,1691864.382,1974061.127,2214388.588,2767628.0,3053663.727,2024-09-03,0,9,1,0,0,0,0,autumn,1200246.719,0.10493521477036734,-0.8679298945604663,0.1924680652242984,0.7034931826362959,1.915614749874541,-1.0379937182995325,-1.3556129185180823,0.3450253188725782,24425.0,25697.0,26310.0,27764.0,24221.0,23840.0,25880.0,26.549519185683028,27.855373101330603,26.285806280888817,28.677254694032687,26.438731883013975,27.423569216795343,28.787496308724833,28.78228918083462,36.31739561924258,37.751501770634704,40.532871189661726,41.49740217547904,47.311695966310225,50.14660486577181,49.62451360123648
3914,信息流,24146,653877.423,857697.931,950052.114,1006513.065,1061169.23,1094099.407,1126764.622,1608099.87,1894887.925,2103169.067,2642875.294,2962801.507,2024-09-04,0,9,2,0,0,0,0,autumn,1126764.622,-0.8754825795901254,0.2718588139409237,-0.6541075804233463,0.35517198567035674,0.8415622168145706,1.9952512805726241,-0.815973171211959,-1.1182809657730446,25592.0,24425.0,25697.0,26310.0,27764.0,24221.0,23840.0,27.08015501532345,26.549519185683028,27.855373101330603,26.285806280888817,28.677254694032687,26.438731883013975,27.423569216795343,28.787496308724833,34.317313769928106,40.0270993654043,40.08507491146827,42.63779859369061,42.92177964270278,48.33753123322737,50.14660486577181
3918,信息流,23250,633599.324,810053.081,899010.284,962626.043,1022567.413,1075678.264,1115484.963,1624652.429,1848330.854,2069356.981,2575896.636,2800871.315,2024-09-05,0,9,3,0,0,0,0,autumn,1115484.963,-1.421783940928303,-0.7602229355031764,0.30743020494853474,-0.5542234706442363,0.3849568852717918,0.8375650284923305,1.9111249636353373,-0.7048467352722785,24146.0,25592.0,24425.0,25697.0,26310.0,27764.0,24221.0,27.251583827956992,27.08015501532345,26.549519185683028,27.855373101330603,26.285806280888817,28.677254694032687,26.438731883013975,27.423569216795343,35.52132572682846,38.6759214598312,42.50727005117707,42.67514651515741,45.06478194602813,44.58655085722518,48.33753123322737
3922,信息流,24674,726766.38,913063.229,1014159.459,1074219.549,1134637.871,1165741.153,1212626.536,1700783.548,2017423.622,2252573.584,2762035.849,3029017.551,2024-09-06,0,9,4,0,0,0,0,autumn,1212626.536,-0.4221592104377217,-1.499014948303043,-0.8214427986349757,0.2720497554052313,-0.6104577207807449,0.35145274169445795,0.8150149378401336,1.9145572432166627,23250.0,24146.0,25592.0,24425.0,25697.0,26310.0,27764.0,29.454745075788278,27.251583827956992,27.08015501532345,26.549519185683028,27.855373101330603,26.285806280888817,28.677254694032687,26.438731883013975,34.840992731182794,39.34614901018802,41.69210425132854,44.695968147389976,44.27926302681247,47.157665450399094,44.58655085722518
3926,信息流,27989,794902.623,994453.576,1093370.477,1191249.447,1250141.118,1292893.746,1343032.068,1937859.577,2241878.07,2490505.777,3072440.088,3392301.732,2024-09-07,0,9,5,0,0,10,0,autumn,1343032.068,1.9813229358540396,-0.4257815700257135,-1.4597836262467598,-0.8091755908717194,0.24080121621791045,-0.6065867048565003,0.31704434536342296,0.76215899456532,24674.0,23250.0,24146.0,25592.0,24425.0,25697.0,26310.0,28.400536746579014,29.454745075788278,27.251583827956992,27.08015501532345,26.549519185683028,27.855373101330603,26.285806280888817,28.677254694032687,37.00507534246576,38.66710898924731,41.68446388635799,44.00818056423883,46.45325150460594,45.526949371521965,47.157665450399094
3930,信息流,30113,771768.466,999722.79,1101241.575,1176673.717,1233410.967,1309842.235,1371649.005,1970468.198,2338802.186,2639574.412,3303625.04,3645972.959,2024-09-08,0,9,6,0,0,9,0,autumn,1371649.005,2.068886050238903,1.0649877189333046,-0.5018310043614496,-1.1748777198883666,-0.7513876516916547,-0.06794274252597916,-0.6195196505455803,-0.01831500015917699,27989.0,24674.0,23250.0,24146.0,25592.0,24425.0,25697.0,25.62907933450669,28.400536746579014,29.454745075788278,27.251583827956992,27.08015501532345,26.549519185683028,27.855373101330603,26.285806280888817,35.53015741898603,41.10235304368972,41.403270666666664,43.948034042905654,45.57148808221319,47.536800941658136,45.526949371521965
3934,信息流,29060,768052.351,985108.363,1095887.73,1194978.947,1286732.507,1357142.257,1407931.912,2014071.713,2351746.517,2608581.408,3244186.332,3518544.209,2024-09-09,0,9,0,0,0,8,0,autumn,1407931.912,1.218349456049892,1.6601460131401717,0.769000821060633,-0.6218401920013589,-1.2192934657872643,-0.8433678103714137,-0.2366842191534227,-0.726310602937237,30113.0,27989.0,24674.0,23250.0,24146.0,25592.0,24425.0,26.42988131452168,25.62907933450669,28.400536746579014,29.454745075788278,27.251583827956992,27.08015501532345,26.549519185683028,27.855373101330603,33.199043270348355,39.064292293400975,43.53649789251845,43.98139410752688,45.311828335956264,46.89929349015318,47.536800941658136
3938,信息流,23625,705792.216,909045.668,996367.628,1082908.714,1141892.841,1195362.61,1226652.84,1688750.825,1956159.847,2167293.929,2701787.003,2993128.057,2024-09-10,0,9,1,0,0,7,0,autumn,1226652.84,-0.9845711265230728,1.216526749008996,1.642976806586782,0.7827869468572304,-0.5597410121839486,-1.1364408051476405,-0.7735735196873399,-0.1879640389110067,29060.0,30113.0,27989.0,24674.0,23250.0,24146.0,25592.0,29.874802793650794,26.42988131452168,25.62907933450669,28.400536746579014,29.454745075788278,27.251583827956992,27.08015501532345,26.549519185683028,33.8991177907777,36.570304353601436,42.56134363499946,45.98516134392478,46.26573178494623,46.664649300091114,46.89929349015318
3942,信息流,25344,680593.258,882021.5,1019171.276,1088747.28,1136408.587,1171161.774,1204148.922,1703553.569,2012503.986,2251022.146,2775347.633,3020780.068,2024-09-11,0,9,2,0,0,6,0,autumn,1204148.922,-0.27504633411563884,-0.9691988734362967,1.2255184338398963,1.6507322930049066,0.7930359616977063,-0.5456002615995486,-1.1206283104608732,-0.7588129089301521,23625.0,29060.0,30113.0,27989.0,24674.0,23250.0,24146.0,26.854216303661616,29.874802793650794,26.42988131452168,25.62907933450669,28.400536746579014,29.454745075788278,27.251583827956992,27.08015501532345,38.47812351322751,37.71120887818307,39.07527370238767,44.665444210225445,47.245730445002835,47.97784787096774,46.664649300091114
3946,信息流,27679,685781.397,875469.825,983528.0,1084579.887,1122449.967,1163288.624,1221236.924,1783714.59,2076328.167,2280332.101,2802049.301,3085922.085,2024-09-12,0,9,3,0,0,5,0,autumn,1221236.924,0.501716262581569,-0.46467472370670787,-1.1761205932696834,1.0732734154998176,1.5090805712006978,0.6300165648296914,-0.7419689253397467,-1.331322571795638,25344.0,23625.0,29060.0,30113.0,27989.0,24674.0,23250.0,24.77623458217421,26.854216303661616,29.874802793650794,26.42988131452168,25.62907933450669,28.400536746579014,29.454745075788278,27.251583827956992,34.80198469065657,42.17429113227514,41.12109246386786,40.959418423936505,46.19292386294616,49.14592429277783,47.97784787096774
3950,信息流,29031,837649.711,1057347.542,1168236.751,1228137.57,1262877.672,1317601.272,1366154.738,1954886.679,2289230.63,2472748.454,3025902.912,3278359.421,2024-09-13,0,9,4,0,0,4,0,autumn,1366154.738,0.8367260696257586,0.2224567986645012,-0.8384298490385579,-1.6194423318657778,0.8499019637514068,1.328323222865463,0.3633025634559138,-1.1428384374587075,27679.0,25344.0,23625.0,29060.0,30113.0,27989.0,24674.0,28.853629258378973,24.77623458217421,26.854216303661616,29.874802793650794,26.42988131452168,25.62907933450669,28.400536746579014,29.454745075788278,31.629387803027566,40.21351309974747,45.83740588359788,44.278475808671715,43.49756699764222,47.98428196791597,49.14592429277783
3954,信息流,26933,744821.797,933518.538,1019139.698,1086398.738,1159681.007,1216036.117,1268745.355,1791700.869,2150561.328,2321466.891,2843391.707,3118379.137,2024-09-14,0,9,5,0,0,3,0,autumn,1268745.355,-0.2699850221555275,0.7813905258394548,0.10385966745565303,-1.0662842336731762,-1.9277306431123442,0.7959233622988706,1.3236156654631777,0.25921067788389157,29031.0,27679.0,25344.0,23625.0,29060.0,30113.0,27989.0,27.654616901199272,28.853629258378973,24.77623458217421,26.854216303661616,29.874802793650794,26.42988131452168,25.62907933450669,28.400536746579014,36.42132692638903,35.53336464467647,42.95877840909091,48.33408850793651,46.70138530626291,45.550061601301756,47.98428196791597
3958,信息流,42145,1033760.06,1310793.437,1436558.437,1542744.712,1640259.094,1741415.062,1833659.087,2573074.562,3101917.613,3399409.445,4171890.479,4562499.56,2024-09-15,0,9,6,0,0,2,0,autumn,1833659.087,2.450404833640035,-0.43833358188508076,-0.03992619325954218,-0.296669181544446,-0.7400825525838324,-1.0665183490792094,-0.03441913212029498,0.16554415683237048,26933.0,29031.0,27679.0,25344.0,23625.0,29060.0,30113.0,24.528652509194448,27.654616901199272,28.853629258378973,24.77623458217421,26.854216303661616,29.874802793650794,26.42988131452168,25.62907933450669,34.660770727360486,40.24100964486239,39.18421500054193,44.839353969381314,50.59735915343916,48.449136682725396,45.550061601301756
3962,信息流,39806,979567.086,1210704.597,1353160.943,1453930.023,1554018.833,1636759.597,1694897.644,2353262.87,2842222.412,3142335.185,3905400.872,4263718.048,2024-09-16,0,9,0,0,0,1,0,autumn,1694897.644,1.4766618273263967,1.8459407596742958,-0.555714271910244,-0.22448417354945224,-0.4379365534273314,-0.8065839698584318,-1.0779779351025696,-0.2199056831526634,42145.0,26933.0,29031.0,27679.0,25344.0,23625.0,29060.0,24.608528513289453,24.528652509194448,27.654616901199272,28.853629258378973,24.77623458217421,26.854216303661616,29.874802793650794,26.42988131452168,31.101991624154703,37.83981353729625,42.30434948847784,40.552403157628525,46.21061292613636,51.92181333333334,48.449136682725396
3966,信息流,39064,854114.332,1138718.807,1265462.982,1389652.674,1479239.349,1547976.751,1605476.789,2268454.514,2725357.099,3017396.506,3714235.693,4027310.35,2024-09-17,0,9,1,1,0,0,0,autumn,1605476.789,1.0670734287473378,1.1746415339191845,1.513727515047149,-0.6915636114678552,-0.38741551894691917,-0.583415624327427,-0.92192172348681,-1.17112599948466,39806.0,42145.0,26933.0,29031.0,27679.0,25344.0,23625.0,21.86448730288757,24.608528513289453,24.528652509194448,27.654616901199272,28.853629258378973,24.77623458217421,26.854216303661616,29.874802793650794,30.415128297241623,34.08609412741725,40.337086028292426,43.50100485687713,42.02784146826114,47.51218915719697,51.92181333333334
3970,信息流,45295,1065902.049,1403245.407,1611990.979,1741996.47,1835044.622,1934233.592,2006096.763,2703913.086,3267021.349,3587891.729,4375296.24,4777296.278,2024-09-18,0,9,2,0,0,0,0,autumn,2006096.763,1.465071358001341,0.6262434166984816,0.7261327334127685,1.0410129379878588,-1.0068526763756618,-0.7244163064746187,-0.906424872778818,-1.2207665904713516,39064.0,39806.0,42145.0,26933.0,29031.0,27679.0,25344.0,23.532443956286567,21.86448730288757,24.608528513289453,24.528652509194448,27.654616901199272,28.853629258378973,24.77623458217421,26.854216303661616,29.150082096047512,33.99389396070944,36.60564033693202,43.057996027178554,45.38601054045676,44.12142505148308,47.51218915719697
3974,信息流,34783,916040.93,1209976.06,1340327.155,1443803.175,1533439.079,1603141.929,1662671.877,2210842.665,2641017.811,2846468.592,3533172.686,3818828.307,2024-09-19,0,9,3,0,0,0,0,autumn,1662671.877,-0.12262544523435862,1.4707474599616583,0.5262738514878778,0.6387436665235936,0.9932812640553177,-1.3125015207469855,-0.9944938766163496,-1.1994253994307535,45295.0,39064.0,39806.0,42145.0,26933.0,29031.0,27679.0,26.33588045884484,23.532443956286567,21.86448730288757,24.608528513289453,24.528652509194448,27.654616901199272,28.853629258378973,24.77623458217421,30.980139242742023,32.39460838623797,36.52539875898106,38.91942327678254,45.15041462146809,47.0584801763632,44.12142505148308
3978,信息流,32407,897147.453,1152043.445,1268273.896,1357978.918,1447030.171,1522900.951,1599464.95,2118382.456,2515186.963,2753794.41,3323554.026,3589881.288,2024-09-20,0,9,4,0,0,0,0,autumn,1599464.95,-0.6240128424586832,-0.2313606937081982,1.5058276007636442,0.4761072561237993,0.5987284237891443,0.9852660399201982,-1.528633154857738,-1.1819226295721668,34783.0,45295.0,39064.0,39806.0,42145.0,26933.0,29031.0,27.683755145493258,26.33588045884484,23.532443956286567,21.86448730288757,24.608528513289453,24.528652509194448,27.654616901199272,28.853629258378973,34.78642037777075,35.58871793796225,35.57374242269097,39.039813922524246,41.319612338355675,47.107465005755024,47.0584801763632
3982,信息流,35118,1073310.63,1311693.072,1422736.159,1510604.4,1611143.82,1670388.18,1729451.193,2275972.868,2670296.319,2906164.067,3561592.172,3858614.901,2024-09-21,0,9,5,0,0,10,0,autumn,1729451.193,-0.3345560117515953,-0.8312939307540324,-0.3959382333915128,1.5301809125153918,0.3884715900129258,0.5244286301825342,0.9530047985878092,-1.8342977554015205,32407.0,34783.0,45295.0,39064.0,39806.0,42145.0,26933.0,30.562977105757728,27.683755145493258,26.33588045884484,23.532443956286567,21.86448730288757,24.608528513289453,24.528652509194448,27.654616901199272,35.549216064430524,38.53397219906276,38.45891312506899,37.867073238787626,41.11841423403507,43.50834231818721,47.107465005755024
3986,信息流,32154,957041.923,1248807.701,1398964.327,1511836.472,1603740.935,1704537.343,1801582.989,2273513.607,2700668.682,2972416.216,3582422.174,3865017.263,2024-09-22,0,9,6,0,0,9,0,autumn,1801582.989,-1.2262048644594614,-0.5584104283992237,-1.169203517521796,-0.6338865201941561,1.734485649800857,0.3306303424151143,0.4978042531967258,1.0247850851619404,35118.0,32407.0,34783.0,45295.0,39064.0,39806.0,42145.0,29.764319307084655,30.562977105757728,27.683755145493258,26.33588045884484,23.532443956286567,21.86448730288757,24.608528513289453,24.528652509194448,37.35101862292841,39.13580078378128,41.50887430641406,40.51318295617618,39.626683160966614,42.57894900266292,43.50834231818721
3990,信息流,30925,906216.775,1208213.158,1370593.066,1488567.243,1602199.506,1690129.095,1750371.476,2237881.912,2669274.738,2910473.905,3543332.097,3796704.413,2024-09-23,0,9,0,0,0,8,0,autumn,1750371.476,-1.157792455590231,-0.8877361018380211,-0.2364366449449779,-0.8321427271437094,-0.310048425666695,1.9998233323831263,0.6306442109591882,0.7936888118413199,32154.0,35118.0,32407.0,34783.0,45295.0,39064.0,39806.0,29.30369523039612,29.764319307084655,30.562977105757728,27.683755145493258,26.33588045884484,23.532443956286567,21.86448730288757,24.608528513289453,38.83833118741058,40.51301779714107,41.90387626130157,44.0858775551275,42.70302664753284,41.09862761109974,42.57894900266292
3994,信息流,28627,902770.134,1191284.233,1316394.406,1397884.067,1458710.076,1530367.586,1574212.19,1985461.363,2391351.217,2628483.096,3182492.279,3410113.177,2024-09-24,0,9,1,0,0,7,0,autumn,1574212.19,-1.2519663680679853,-0.7856465003579981,-0.5362526285496542,0.0652147726219744,-0.4849127997721838,-0.0027648425576799725,2.130374604512549,0.8659537621709779,30925.0,32154.0,35118.0,32407.0,34783.0,45295.0,39064.0,31.535617913158905,29.30369523039612,29.764319307084655,30.562977105757728,27.683755145493258,26.33588045884484,23.532443956286567,21.86448730288757,39.06914011317704,43.50825175716863,43.01510336579532,44.6517780417811,46.08981194836558,44.289585230157854,41.09862761109974
3998,信息流,27169,912833.396,1211760.852,1371134.819,1476779.876,1524883.907,1567820.947,1595170.548,2015937.031,2367401.211,2587050.591,3109399.831,3304211.514,2024-09-25,0,9,2,0,0,6,0,autumn,1595170.548,-1.180255759417778,-0.9000273024326996,-0.45835035171136196,-0.2221358293281923,0.34754671285546507,-0.1735090806195333,0.2831595159487426,2.3035720947053573,28627.0,30925.0,32154.0,35118.0,32407.0,34783.0,45295.0,33.598343553314436,31.535617913158905,29.30369523039612,29.764319307084655,30.562977105757728,27.683755145493258,26.33588045884484,23.532443956286567,41.614008907674574,44.31990512530316,47.01861267649437,45.87800615069195,46.99296297096306,47.80127869936464,44.289585230157854
4002,信息流,28819,899978.016,1203159.886,1350504.712,1441796.586,1486617.122,1524218.074,1557928.754,2025050.868,2435309.161,2680952.422,3257267.895,3497215.772,2024-09-26,0,9,3,0,0,5,0,autumn,1557928.754,-0.8941270709733176,-1.5009382451043094,-0.9647378257812875,-0.11961535417339703,0.33236702946720237,1.4224205568152386,0.4254114095006211,1.2992195002492495,27169.0,28627.0,30925.0,32154.0,35118.0,32407.0,34783.0,31.228634442555258,33.598343553314436,31.535617913158905,29.30369523039612,29.764319307084655,30.562977105757728,27.683755145493258,26.33588045884484,44.60086318966469,45.98436462081252,48.13475320937753,49.8768717733408,47.56501452246711,49.355538926775075,47.80127869936464
4006,信息流,29307,957165.839,1225623.72,1329459.618,1396225.035,1447628.555,1486029.675,1525557.574,1996074.199,2384983.061,2634096.28,3184243.64,3402889.061,2024-09-27,0,9,4,0,0,4,0,autumn,1525557.574,-0.521002550750326,-0.722988048081932,-1.4059308156990424,-0.8024577519501048,0.14869526622208906,0.6573841519199247,1.884197705384843,0.7621020429545483,28819.0,27169.0,28627.0,30925.0,32154.0,35118.0,32407.0,32.65997335107654,31.228634442555258,33.598343553314436,31.535617913158905,29.30369523039612,29.764319307084655,30.562977105757728,27.683755145493258,41.748842291543774,50.46688575214399,48.830966115904566,51.80919987065481,53.011673291036885,49.24685896121647,49.355538926775075
4010,信息流,35374,1181796.782,1480221.391,1571416.387,1628041.873,1686873.723,1742502.863,1797323.521,2344070.883,2839677.144,3158923.085,3852576.279,4190324.571,2024-09-28,0,9,5,0,0,3,0,autumn,1797323.521,1.5528483926391277,-0.5702832331850561,-0.7410576247133571,-1.3184710386922434,-0.808247549249082,-0.004068139962123972,0.42601736657124045,1.4632618265914945,29307.0,28819.0,27169.0,28627.0,30925.0,32154.0,35118.0,33.40862729688472,32.65997335107654,31.228634442555258,33.598343553314436,31.535617913158905,29.30369523039612,29.764319307084655,30.562977105757728,41.820169925273824,46.86160907734481,54.355326879899884,50.95574373842875,54.65251721907841,56.02982487404367,49.24685896121647
4014,信息流,35364,1075884.101,1307129.24,1436394.116,1503208.192,1577500.407,1629036.427,1684135.315,2200078.045,2707296.735,3033223.195,3763741.533,4044126.875,2024-09-29,0,9,6,0,0,2,0,autumn,1684135.315,1.514324143014208,1.517768430719014,-0.5718809197867036,-0.7399621597812298,-1.3082696310741972,-0.8060924837135024,-0.014595169149114849,0.40870778977152583,35374.0,29307.0,28819.0,27169.0,28627.0,30925.0,32154.0,30.42314503449836,33.40862729688472,32.65997335107654,31.228634442555258,33.598343553314436,31.535617913158905,29.30369523039612,29.764319307084655,41.844897127834,45.363210768758314,50.02937596724383,56.12587533586072,53.45888797289272,56.60053277283751,56.02982487404367
4018,信息流,29603,835605.97,1081039.407,1166284.362,1226807.63,1292465.89,1325725.42,1359927.66,1795093.137,2159521.166,2386732.365,2941557.633,3146217.778,2024-09-30,0,9,0,0,0,1,0,autumn,1359927.66,-0.3610653518992589,1.6285066158593549,1.6319601342897638,-0.46328949743936476,-0.631821196843323,-1.201651737860805,-0.6981287507071755,0.09548978460080831,35364.0,35374.0,29307.0,28819.0,27169.0,28627.0,30925.0,28.227070567172245,30.42314503449836,33.40862729688472,32.65997335107654,31.228634442555258,33.598343553314436,31.535617913158905,29.30369523039612,36.96214342268974,44.42292042177871,47.64134967755144,51.58461855026198,57.70624413854024,54.99047018548922,56.60053277283751
4022,信息流,30198,1006860.356,1246932.772,1341764.57,1423125.358,1480771.028,1519022.501,1559103.126,1983311.482,2397410.517,2677317.049,3271762.614,3506723.165,2024-10-01,0,10,1,1,0,0,0,autumn,1559103.126,-0.12414124675094845,-0.3295330905238072,1.6591432321239898,1.6625951958848784,-0.43171121784610333,-0.6001670493774564,-1.1697410699240394,-0.6664447535865133,29603.0,35364.0,35374.0,29307.0,28819.0,27169.0,28627.0,33.3419549639049,28.227070567172245,30.42314503449836,33.40862729688472,32.65997335107654,31.228634442555258,33.598343553314436,31.535617913158905,36.517900449278784,40.61741081325642,46.02368612540283,49.39531698911522,52.889346403414415,58.71289145717545,54.99047018548922
4026,信息流,30796,991926.418,1221014.274,1351014.528,1413887.638,1474497.838,1504854.975,1550056.594,2002583.568,2447721.296,2764559.984,3342706.885,3556085.929,2024-10-02,0,10,2,1,0,0,0,autumn,1550056.594,-0.011681746260845026,-0.22498508256574046,-0.43721833524368825,1.6176989230380885,1.6212658684612473,-0.5427999197691883,-0.7168668564193371,-1.3054128512405367,30198.0,29603.0,35364.0,35374.0,29307.0,28819.0,27169.0,32.20958624496688,33.3419549639049,28.227070567172245,30.42314503449836,33.40862729688472,32.65997335107654,31.228634442555258,33.598343553314436,41.29189919862243,39.39750572577103,42.50673543716774,47.68682430598745,50.70562237690654,54.05908442347062,58.71289145717545
4030,信息流,30560,853203.303,1093194.858,1183181.818,1254007.703,1310265.082,1351975.965,1401318.588,1909265.948,2300616.673,2619333.452,3180344.753,3376141.442,2024-10-03,0,10,3,0,0,0,0,autumn,1401318.588,-0.2824135372375188,-0.18618600460722906,-0.4300167864416073,-0.6726243369289904,1.6763875930841419,1.6804650309074594,-0.7933164964991842,-0.9922954622770715,30796.0,30198.0,29603.0,35364.0,35374.0,29307.0,28819.0,27.918956249999997,32.20958624496688,33.3419549639049,28.227070567172245,30.42314503449836,33.40862729688472,32.65997335107654,31.228634442555258,39.648469736329396,44.43223292933307,41.442003513157445,44.60752197149643,49.2594239554475,52.05437520046405,54.05908442347062
4034,信息流,32609,941843.88,1185057.547,1237575.383,1292405.071,1342701.155,1379279.786,1427050.079,1967538.023,2404064.413,2730491.016,3356290.048,3600368.834,2024-10-04,0,10,4,0,0,0,0,autumn,1427050.079,0.38411065482806794,-0.5075961648775955,-0.4048910358143761,-0.6651353882711778,-0.9240741670534471,1.5830624792737014,1.5874143915221428,-1.0528907696073155,30560.0,30796.0,30198.0,29603.0,35364.0,35374.0,29307.0,28.882942745867705,27.918956249999997,32.20958624496688,33.3419549639049,28.227070567172245,30.42314503449836,33.40862729688472,32.65997335107654,35.77208304973822,43.869805429276525,47.12647718391946,43.65996317940749,46.06482374731365,50.809168343981455,52.05437520046405
4038,信息流,31852,832455.634,1064377.229,1154567.088,1233397.056,1286862.631,1328446.861,1367197.761,1920478.989,2326463.95,2661001.939,3315501.962,3498625.112,2024-10-05,0,10,5,0,0,0,0,autumn,1367197.761,-0.09126228353864044,0.2676236834159092,-0.7037862852629181,-0.591901096093468,-0.8754067872940237,-1.1574902091407304,1.573741040033854,1.5784819378800172,32609.0,30560.0,30796.0,30198.0,29603.0,35364.0,35374.0,26.135113462262964,28.882942745867705,27.918956249999997,32.20958624496688,33.3419549639049,28.227070567172245,30.42314503449836,33.40862729688472,36.341425588027846,38.71668252617801,45.911405312378236,49.03540062255778,44.78348207951897,47.622873967876934,50.809168343981455
4042,信息流,30541,786184.032,1008864.618,1113319.3,1178802.431,1238955.769,1294309.039,1326169.713,1863662.673,2313668.868,2636751.132,3208291.841,3436612.201,2024-10-06,0,10,6,0,0,0,0,autumn,1326169.713,-0.5209005505555865,0.23840521375671248,0.676844926635744,-0.5098961191887416,-0.3732094980005627,-0.7195594957570499,-1.0641719517187722,2.272487474828256,31852.0,32609.0,30560.0,30796.0,30198.0,29603.0,35364.0,25.741921744540125,26.135113462262964,28.882942745867705,27.918956249999997,32.20958624496688,33.3419549639049,28.227070567172245,30.42314503449836,33.41633897400477,37.95195752706308,41.03428347513089,47.87952454864268,50.30208957546857,45.938846062899025,47.622873967876934
4046,信息流,31898,747472.825,955305.533,1068540.063,1115075.948,1175915.318,1205389.448,1243320.348,1828774.725,2279360.007,2588372.213,3178352.588,3384292.257,2024-10-07,0,10,0,0,0,0,0,autumn,1243320.348,0.9415859797264186,-0.49265807750804197,0.8929675371083013,1.6930579949760143,-0.4725765468614283,-0.22314279777717427,-0.8551825518126993,-1.4840515378513905,30541.0,31852.0,32609.0,30560.0,30796.0,30198.0,29603.0,23.433219167345914,25.741921744540125,26.135113462262964,28.882942745867705,27.918956249999997,32.20958624496688,33.3419549639049,28.227070567172245,33.03312327690645,36.24786788898656,39.63338559906774,42.87516629581152,48.86527389920769,51.6293504867872,45.938846062899025
4050,信息流,28965,731310.083,946607.541,1051621.867,1129879.682,1185246.758,1218024.794,1264000.974,1798298.284,2169255.147,2456632.714,3032514.852,3242533.031,2024-10-08,0,10,1,0,0,0,0,autumn,1264000.974,-1.8191479415684368,0.8997823916350667,-0.35817480650920686,0.8571397747488202,1.5588889265507473,-0.3405615517083659,-0.12178638681370961,-0.6761404063349149,31898.0,30541.0,31852.0,32609.0,30560.0,30796.0,30198.0,25.248060866563094,23.433219167345914,25.741921744540125,26.135113462262964,28.882942745867705,27.918956249999997,32.20958624496688,33.3419549639049,29.948759577402974,36.453269375593464,38.72275072208967,41.17578444601184,44.240051210732986,50.33304955188986,51.6293504867872
4054,信息流,24288,555858.586,738871.024,819782.71,870489.06,911170.623,959131.179,995123.589,1487210.962,1798641.914,2030886.581,2500373.39,2686557.053,2024-10-09,0,10,2,0,0,0,0,autumn,995123.589,-2.396653139583145,-0.4969989955169878,0.6942957670543272,0.1431239317971589,0.6756119760286604,0.9830821892119148,0.1508411498294995,0.24669712117857223,28965.0,31898.0,30541.0,31852.0,32609.0,30560.0,30796.0,22.88614072793149,25.248060866563094,23.433219167345914,25.741921744540125,26.135113462262964,28.882942745867705,27.918956249999997,32.20958624496688,32.68108203003625,33.49865392814597,38.597375036835736,40.40131329272887,42.29751866049251,45.85466583769634,50.33304955188986
