,dim_ad_channel_level1,install_deviceid_cnt,day1_ltv_sum,day2_ltv_sum,day3_ltv_sum,day4_ltv_sum,day5_ltv_sum,day6_ltv_sum,day7_ltv_sum,day30_ltv_sum,day60_ltv_sum,day90_ltv_sum,day180_ltv_sum,day360_ltv_sum,dt,diff_0,month,weekday,is_holiday,is_promo,days_to_next_promo,days_past_last_promo,season,day7_ltv_label,install_deviceid_cnt_zscore,lag_1_install_cnt_zscore,lag_2_install_cnt_zscore,lag_3_install_cnt_zscore,lag_4_install_cnt_zscore,lag_5_install_cnt_zscore,lag_6_install_cnt_zscore,lag_7_install_cnt_zscore,lag_1_install_cnt,lag_2_install_cnt,lag_3_install_cnt,lag_4_install_cnt,lag_5_install_cnt,lag_6_install_cnt,lag_7_install_cnt,avg_day1_ltv,lag_1_avg_day1_ltv,lag_2_avg_day1_ltv,lag_3_avg_day1_ltv,lag_4_avg_day1_ltv,lag_5_avg_day1_ltv,lag_6_avg_day1_ltv,lag_7_avg_day1_ltv,lag_1_contrib_ltv,lag_2_contrib_ltv,lag_3_contrib_ltv,lag_4_contrib_ltv,lag_5_contrib_ltv,lag_6_contrib_ltv,lag_7_contrib_ltv
1038,信息流,11716,503597.694,647626.274,706577.374,739291.72,768424.87,793923.97,813107.3,1056213.01,1244881.874,1347457.384,1629140.514,2036937.164,2022-09-16,0,9,4,0,0,0,0,autumn,813107.3,-1.5002241388853528,-1.6363565173757855,0.12816283831952707,0.5676207457389695,0.9451057253958458,1.3294270472039884,0.2543379358505066,-0.08807363624769936,10800.0,22673.0,25630.0,28170.0,30756.0,23522.0,21218.0,42.98375674291567,43.38423240740741,30.877276937326336,29.727324580569647,29.84813769968051,27.951918584991546,31.31461822974237,34.16274766707513,54.17459018518519,43.96320438406916,45.529854623488106,45.819311537096205,45.619836357133565,52.6152222600119,53.57547016683947
1042,信息流,23642,786360.375,970252.826,1057917.466,1133319.816,1188999.016,1239323.666,1294771.976,1787624.467,2108561.948,2313757.038,2824220.223,3496893.753,2022-09-17,0,9,5,0,0,0,0,autumn,1294771.976,0.22643329246587462,-1.540439003893344,-1.6761471225806694,0.08287306647458813,0.5209613928484108,0.8972699315665406,1.2803935068126364,0.208654936305963,11716.0,10800.0,22673.0,25630.0,28170.0,30756.0,23522.0,33.26116128077151,42.98375674291567,43.38423240740741,30.877276937326336,29.727324580569647,29.84813769968051,27.951918584991546,31.31461822974237,55.277080402867874,59.33137814814815,46.6345196048163,48.143690831057356,48.64835644302449,47.89309523345038,52.6152222600119
1046,信息流,26244,781196.98,1017428.46,1145664.38,1245208.66,1311785.37,1394571.27,1469621.79,1919450.29,2273339.931,2498174.163,3042077.991,3785723.751,2022-09-18,0,9,6,0,0,0,0,autumn,1469621.79,0.5509256156225355,0.17270366994796346,-1.5608378074213471,-1.6939858866826492,0.03185160793464281,0.461675702231226,0.8308854416675877,1.206781656700041,23642.0,11716.0,10800.0,22673.0,25630.0,28170.0,30756.0,29.766688766956257,33.26116128077151,42.98375674291567,43.38423240740741,30.877276937326336,29.727324580569647,29.84813769968051,27.951918584991546,41.039371711361134,60.30875503584841,63.29533,48.679755788823705,50.755151619196255,50.5316136315229,47.89309523345038
1050,信息流,23460,755072.23,957941.63,1030262.92,1100170.89,1173021.55,1227497.84,1292135.73,1721173.112,2034514.002,2219685.602,2723787.142,3387366.62,2022-09-19,0,9,0,0,0,0,0,autumn,1292135.73,0.31113043682903735,0.762710566451476,0.340651838981079,-1.5938110295092955,-1.742391273307483,0.18347470334740693,0.663116385564918,1.0751183716428614,26244.0,23642.0,11716.0,10800.0,22673.0,25630.0,28170.0,32.18551705029838,29.766688766956257,33.26116128077151,42.98375674291567,43.38423240740741,30.877276937326336,29.727324580569647,29.84813769968051,38.768040695016005,44.74737611031216,63.10103448275862,66.30954111111112,51.15189357385436,52.214989309403045,50.5316136315229
1054,信息流,22587,746968.02,936910.13,1048489.99,1135845.31,1225122.32,1283506.27,1344840.91,1747627.107,2084310.093,2305491.743,2741480.13,3370351.95,2022-09-20,0,9,1,0,0,0,0,autumn,1344840.91,0.3073282730777877,0.4612568917793991,0.9521357857831634,0.493347394189128,-1.6094621208571693,-1.7709725615566838,0.32249191707359365,0.8438744205107814,23460.0,26244.0,23642.0,11716.0,10800.0,22673.0,25630.0,33.070705272944615,32.18551705029838,29.766688766956257,33.26116128077151,42.98375674291567,43.38423240740741,30.877276937326336,29.727324580569647,40.83297655583973,43.65433546715439,47.93671499873108,65.58764680778422,69.78744018518519,53.71094839677149,52.214989309403045
1058,信息流,23717,722489.98,933089.374,1098995.544,1170658.234,1224242.494,1290288.254,1347343.284,1789518.255,2118637.178,2301569.408,2807540.068,3539014.628,2022-09-21,0,9,2,0,0,10,0,autumn,1347343.284,0.5655902435366269,0.3602267137309833,0.5188836708286176,1.0248412522258845,0.551959920761916,-1.6154431380541059,-1.7819148135425744,0.37585615051265175,22587.0,23460.0,26244.0,23642.0,11716.0,10800.0,22673.0,30.46295821562592,33.070705272944615,32.18551705029838,29.766688766956257,33.26116128077151,42.98375674291567,43.38423240740741,30.877276937326336,41.4800606543587,43.91572549019608,47.44736549306508,50.291811860248714,67.76408074428132,71.064205,53.71094839677149
1062,信息流,23408,782887.05,1022818.07,1134102.08,1210841.46,1284162.52,1348278.2,1398762.96,1744812.766,2016947.253,2217785.373,2681135.206,3293723.036,2022-09-22,0,9,3,0,0,9,0,autumn,1398762.96,0.4892014904398576,0.5449555745508455,0.3410652345980418,0.4985840547562698,1.0009121135426464,0.5314230298637125,-1.6204320093195947,-1.785709488431779,23717.0,22587.0,23460.0,26244.0,23642.0,11716.0,10800.0,33.4452772556391,30.46295821562592,33.070705272944615,32.18551705029838,29.766688766956257,33.26116128077151,42.98375674291567,43.38423240740741,39.34263920394653,46.420064196219066,46.89560485933504,49.98420096021948,52.42042407579731,69.40144247183339,71.064205
1066,信息流,25771,829173.43,1093643.802,1211937.27,1316817.74,1376053.29,1425941.0,1482784.78,1840072.69,2129945.026,2366443.076,2846090.447,3514612.397,2022-09-23,0,9,4,0,0,8,0,autumn,1482784.78,0.7509888733184443,0.1969283159593579,0.2693805852035211,0.004425684731338449,0.2091209308483433,0.8618947741355615,0.2517950829597922,-2.5445342471563586,23408.0,23717.0,22587.0,23460.0,26244.0,23642.0,11716.0,32.174670365915176,33.4452772556391,30.46295821562592,33.070705272944615,32.18551705029838,29.766688766956257,33.26116128077151,42.98375674291567,43.69523538961039,46.3378818568959,50.287568512861384,50.000918584825236,53.13867055326932,54.76575484307588,69.40144247183339
1070,信息流,31754,1009233.45,1283356.78,1456352.1,1551627.47,1650030.38,1711992.56,1750023.63,2211099.88,2605808.63,2853673.29,3508501.02,4337252.965,2022-09-24,0,9,5,0,0,7,0,autumn,1750023.63,2.4011920419616413,0.2509056774561875,-0.5983550077061704,-0.4873006057953923,-0.8934218813914416,-0.5796662410415735,0.42090157423223296,-0.5142555577154841,25771.0,23408.0,23717.0,22587.0,23460.0,26244.0,23642.0,31.782876173080556,32.174670365915176,33.4452772556391,30.46295821562592,33.070705272944615,32.18551705029838,29.766688766956257,33.26116128077151,42.43699514958674,48.44933697881066,49.35945667664544,54.24015229999558,52.32301108269395,55.998391632373114,54.76575484307588
1074,信息流,32621,990667.66,1292860.12,1418267.37,1485694.12,1566650.8,1638745.71,1703309.115,2136320.975,2555106.155,2855397.085,3507441.555,4360368.386,2022-09-25,0,9,6,0,0,6,0,autumn,1703309.115,1.7587980647405905,1.5214906808351956,-0.11612186576916243,-0.762900814060337,-0.6783241339833278,-0.9876174947827469,-0.7486678452447886,0.013343408264576709,31754.0,25771.0,23408.0,23717.0,22587.0,23460.0,26244.0,30.369015664755832,31.782876173080556,32.174670365915176,33.4452772556391,30.46295821562592,33.070705272944615,32.18551705029838,29.766688766956257,40.41559425584178,47.02717279112181,51.72767686261107,51.61877530885019,56.824999778633725,55.07824936061381,55.998391632373114
1078,信息流,30981,999174.22,1282269.34,1393887.57,1472387.89,1539499.849,1597208.199,1654839.618,2066394.698,2430078.608,2743454.428,3301170.578,4169793.228,2022-09-26,0,9,0,0,0,5,0,autumn,1654839.618,1.0530233248689174,1.4648289233153746,1.2471243782830097,-0.25521275312257197,-0.8485643562499979,-0.7709741550792936,-1.0547182564478892,-0.8355071055675494,32621.0,31754.0,25771.0,23408.0,23717.0,22587.0,23460.0,32.251193312029955,30.369015664755832,31.782876173080556,32.174670365915176,33.4452772556391,30.46295821562592,33.070705272944615,32.18551705029838,39.63275558689188,45.86357939157272,51.09688176632649,54.859984620642514,54.40351874183075,59.54048390667197,55.07824936061381
1082,信息流,28700,901496.51,1131146.11,1230839.76,1308644.56,1366429.85,1413318.44,1450389.5,1892846.26,2247378.599,2509857.299,3114382.61,3896861.761,2022-09-27,0,9,1,0,0,4,0,autumn,1450389.5,0.33021938040935506,0.9291502276124075,1.3597712663730415,1.1321197781989747,-0.4388592918649723,-1.0593211910060565,-0.9781858855322542,-1.2748942841904958,30981.0,32621.0,31754.0,25771.0,23408.0,23717.0,22587.0,31.411028222996517,32.251193312029955,30.369015664755832,31.782876173080556,32.174670365915176,33.4452772556391,30.46295821562592,33.070705272944615,41.38889448371583,43.47712731062813,48.864000440889335,53.39541694152342,57.59903451811346,56.80917839524392,59.54048390667197
1086,信息流,28140,923800.58,1113939.092,1208648.962,1273013.752,1342397.722,1382644.452,1415278.962,1821730.262,2180413.553,2435120.223,2957586.113,3680812.523,2022-09-28,0,9,2,0,0,3,0,autumn,1415278.962,0.0010488021091031483,0.16885713956560688,0.8523764569554015,1.343815159506591,1.0840118941944683,-0.7088403968809992,-1.4169316493983533,-1.3243374060518183,28700.0,30981.0,32621.0,31754.0,25771.0,23408.0,23717.0,32.8287341862118,31.411028222996517,32.251193312029955,30.369015664755832,31.782876173080556,32.174670365915176,33.4452772556391,30.46295821562592,39.41275644599303,44.99169071366322,45.544101039207874,51.96291427851609,55.33122502037173,59.75576555023923,56.80917839524392
1090,信息流,30319,884747.81,1067563.215,1161650.995,1214951.695,1270957.175,1320741.345,1353235.395,1761338.735,2126645.003,2416344.895,2970786.151,3788324.551,2022-09-29,0,9,3,0,0,2,0,autumn,1353235.395,0.46256608478033717,-0.2800616542038991,-0.08920734771873513,0.6881831399467274,1.2471136089389934,0.9516302451485699,-1.0874435328884589,-1.8927805440035348,28140.0,28700.0,30981.0,32621.0,31754.0,25771.0,23408.0,29.181299185329333,32.8287341862118,31.411028222996517,32.251193312029955,30.369015664755832,31.782876173080556,32.174670365915176,33.4452772556391,39.58561094527363,42.88640278745645,47.525512088053965,48.0258361178382,53.91423316747497,57.53695161227737,59.75576555023923
1094,信息流,29981,744353.94,956013.38,1033755.3,1087908.468,1135206.618,1182917.848,1220864.598,1638820.432,1968105.542,2261160.003,2765533.088,3522905.928,2022-09-30,0,9,4,0,0,1,0,autumn,1220864.598,0.0963318780196462,0.26108924561301955,-0.8010595827478105,-0.5280887962025765,0.5837797111361355,1.3831941574471778,0.9605768861351817,-1.9558234994007737,30319.0,28140.0,28700.0,30981.0,32621.0,31754.0,25771.0,24.827522097328306,29.181299185329333,32.8287341862118,31.411028222996517,32.251193312029955,30.369015664755832,31.782876173080556,32.174670365915176,35.211029882252056,42.951277967306325,45.59737142857143,49.69174168038475,50.23591275558689,55.111911255274926,57.53695161227737
1098,信息流,34995,932437.425,1153479.345,1247902.182,1334324.992,1391131.672,1429341.132,1458025.422,1893456.907,2345694.516,2707205.536,3301857.816,4135556.261,2022-10-01,0,10,5,1,0,0,0,autumn,1458025.422,1.9659522647458767,-0.4627728959762461,-0.2990495006184325,-1.354532573058302,-1.0832748766074864,0.021615847685924356,0.816013387291884,0.3960483465367821,29981.0,30319.0,28140.0,28700.0,30981.0,32621.0,31754.0,26.644875696528075,24.827522097328306,29.181299185329333,32.8287341862118,31.411028222996517,32.251193312029955,30.369015664755832,31.782876173080556,31.887307961709084,38.31429120353574,45.23858393745558,47.61079616724739,51.55444301345986,52.21511035835811,55.111911255274926
1102,信息流,34148,895502.918,1110586.428,1220703.178,1276562.258,1327014.158,1373887.508,1401746.668,1828595.972,2218761.222,2604279.549,3142419.729,3933975.672,2022-10-02,0,10,6,0,0,2,0,autumn,1401746.668,1.2558255815598802,1.6210547390623373,-0.5409983845708621,-0.39525168417436807,-1.334843578150583,-1.0933697550084627,-0.10979512895993288,0.5973782102419912,34995.0,29981.0,30319.0,28140.0,28700.0,30981.0,32621.0,26.224168853227127,26.644875696528075,24.827522097328306,29.181299185329333,32.8287341862118,31.411028222996517,32.251193312029955,30.369015664755832,32.961261465923705,34.48034755345052,40.072287839308686,47.70425451314855,49.24454494773519,53.41466117943256,52.21511035835811
1106,信息流,36992,809408.29,1032747.26,1136340.32,1214074.44,1269713.37,1327045.32,1368317.02,1824006.731,2165008.299,2549998.739,3133593.169,4010522.634,2022-10-03,0,10,0,0,0,1,0,autumn,1368317.02,1.738431539349687,0.7894681424378809,1.0720883946123885,-0.6009434169613793,-0.4881622537559678,-1.215233717142334,-1.0283773520682793,-0.267271336471996,34148.0,34995.0,29981.0,30319.0,28140.0,28700.0,30981.0,21.880630676903117,26.224168853227127,26.644875696528075,24.827522097328306,29.181299185329333,32.8287341862118,31.411028222996517,32.251193312029955,32.52273714419586,35.65944226318045,36.28659711150396,41.91949520102906,49.13448656716418,50.536219512195125,53.41466117943256
1110,信息流,39746,900618.05,1111109.77,1194402.89,1266556.66,1327046.19,1385835.96,1434551.89,1923493.717,2291326.487,2670720.557,3242958.47,4127749.502,2022-10-04,0,10,1,1,0,0,0,autumn,1434551.89,1.73733748495001,1.0407203908699216,0.3213380322774119,0.5355844660776424,-0.7326937146476893,-0.6471974990343741,-1.1983698476184383,-1.0567193128744843,36992.0,34148.0,34995.0,29981.0,30319.0,28140.0,28700.0,22.659338046595884,21.880630676903117,26.224168853227127,26.644875696528075,24.827522097328306,29.181299185329333,32.8287341862118,31.411028222996517,27.91812445934256,35.747428194916246,38.12901820260037,37.86420126079851,43.561507470563015,50.29420618336887,50.536219512195125
1114,信息流,40517,984083.445,1209154.475,1297867.275,1367428.055,1413301.795,1443894.965,1488093.425,2078210.572,2463509.998,2846093.668,3387652.578,4304916.147,2022-10-05,0,10,2,0,0,0,0,autumn,1488093.425,1.4303439108498948,1.2513840901244666,0.6121423958600973,-0.047989549850820025,0.14861092765169298,-1.0152081918259932,-0.9367536919489573,-1.442529890860381,39746.0,36992.0,34148.0,34995.0,29981.0,30319.0,28140.0,24.288161635856554,22.659338046595884,21.880630676903117,26.224168853227127,26.644875696528075,24.827522097328306,29.181299185329333,32.8287341862118,27.95526015196498,30.718542387543256,37.383221799226895,39.752298099728534,39.4555834695307,44.63324631419242,50.29420618336887
1118,信息流,42131,915775.8,1143682.84,1215980.37,1287539.816,1338136.756,1393297.156,1435784.546,1989988.106,2421975.806,2861038.376,3472222.556,4381977.706,2022-10-06,0,10,3,0,0,0,0,autumn,1435784.546,1.411553671370965,1.0335702829817015,0.8530094450336704,0.20804894216871872,-0.45798870131273456,-0.25962938906632427,-1.4338603118567628,-1.3547039393192342,40517.0,39746.0,36992.0,34148.0,34995.0,29981.0,30319.0,21.7363888822957,24.288161635856554,22.659338046595884,21.880630676903117,26.224168853227127,26.644875696528075,24.827522097328306,29.181299185329333,29.843139299553275,30.050895436018717,32.819918901384085,38.86066996603022,40.84415293613373,40.721276741936556,44.63324631419242
1122,信息流,40334,881446.363,1097936.463,1190952.793,1273503.823,1330580.163,1374545.353,1416445.433,2007130.613,2474059.71,2907250.99,3525042.56,4528751.78,2022-10-07,0,10,4,0,0,0,0,autumn,1416445.433,0.7763191826433221,1.2446910380101341,0.8240164834402762,0.6230622817219612,-0.09474299912400456,-0.8360059688865051,-0.6152430520831162,-1.922096965722068,42131.0,40517.0,39746.0,36992.0,34148.0,34995.0,29981.0,21.853680839986115,21.7363888822957,24.288161635856554,22.659338046595884,21.880630676903117,26.224168853227127,26.644875696528075,24.827522097328306,27.145874534190977,32.0326597477602,31.866267297338094,34.32399897275087,40.23332283003397,41.663821174453496,40.721276741936556
1126,信息流,37354,833248.38,1024890.86,1139264.21,1209848.27,1278894.179,1325980.669,1367606.279,1908301.738,2297798.039,2686760.099,3271366.127,4144578.604,2022-10-08,0,10,5,0,0,0,0,autumn,1367606.279,-0.34710495548932796,0.7734071824748668,1.4490985623143493,0.8422171560478358,0.5523128411584418,-0.483220859497059,-1.5525955307622166,-1.2341143962468901,40334.0,42131.0,40517.0,39746.0,36992.0,34148.0,34995.0,22.306804626010603,21.853680839986115,21.7363888822957,24.288161635856554,22.659338046595884,21.880630676903117,26.224168853227127,26.644875696528075,27.221115262557642,28.861891956041873,33.74948922674433,33.388169627132285,35.873846237024225,41.04915860372496,41.663821174453496
1130,信息流,37517,771798.622,973733.472,1083341.722,1151473.242,1210022.492,1253012.072,1306073.862,1909710.678,2337873.818,2756772.379,3330968.201,4167645.71,2022-10-09,0,10,6,0,0,0,0,autumn,1306073.862,-0.450455498172558,-0.5187333047071407,0.7295357963545566,1.4822671972296808,0.8061912478627078,0.4832330341316445,-0.6703686787287295,-1.8616697939701614,37354.0,40334.0,42131.0,40517.0,39746.0,36992.0,34148.0,20.57197062664925,22.306804626010603,21.853680839986115,21.7363888822957,24.288161635856554,22.659338046595884,21.880630676903117,26.224168853227127,27.437245274937087,29.527267144344723,30.5603905912511,34.881698916504185,34.86730639561214,36.98953881920415,41.04915860372496
1134,信息流,31320,646657.48,829247.43,895926.55,947599.523,1023430.934,1063567.624,1099848.034,1535823.583,1912039.975,2269021.415,2782932.735,3489447.731,2022-10-10,0,10,0,0,0,0,0,autumn,1099848.034,-2.2196712449402396,-0.23158753120142153,-0.2838801962553875,0.6721452139336842,1.2486477851114566,0.7308541569083822,0.48350664306416263,-0.40001482662063714,37517.0,37354.0,40334.0,42131.0,40517.0,39746.0,36992.0,20.646790549169857,20.57197062664925,22.306804626010603,21.853680839986115,21.7363888822957,24.288161635856554,22.659338046595884,21.880630676903117,25.95445989817949,30.499122182363333,31.57395306689146,31.76133383969049,35.6367688871338,36.09298772203492,36.98953881920415
1138,信息流,27456,635169.83,787030.12,868945.8,956439.48,1014732.91,1050213.27,1084124.08,1579767.62,1897291.48,2204775.12,2639727.116,3308109.716,2022-10-11,0,10,1,0,0,0,0,autumn,1084124.08,-2.0159071155355157,-1.2037325126521259,0.09881562763471888,0.06455463895200858,0.6909211805132152,1.0686328164814998,0.7293859714882825,0.5673293931179167,31320.0,37517.0,37354.0,40334.0,42131.0,40517.0,39746.0,23.134099286130535,20.646790549169857,20.57197062664925,22.306804626010603,21.853680839986115,21.7363888822957,24.288161635856554,22.659338046595884,26.476610153256708,28.876022123304104,32.38872061894308,32.98904554470174,33.070593054995136,36.727630994397416,36.09298772203492
1142,信息流,26748,629937.64,796077.96,867761.75,922343.87,961267.17,1003866.29,1047827.83,1505016.765,1798029.692,2085300.766,2489273.336,3128860.708,2022-10-12,0,10,2,0,0,0,0,autumn,1047827.83,-1.5252396910978958,-1.4007464769353941,-0.721308935234961,0.36835836443315084,0.3396967911160777,0.8636936529864946,1.1796743109667425,0.8958719837657853,27456.0,31320.0,37517.0,37354.0,40334.0,42131.0,40517.0,23.550831464034694,23.134099286130535,20.646790549169857,20.57197062664925,22.306804626010603,21.853680839986115,21.7363888822957,24.288161635856554,28.665141317016317,28.60557311621967,30.692039395474055,34.23714137709482,34.07907356076759,34.07905214687523,36.727630994397416
1146,信息流,25945,624696.99,784520.22,867322.12,912649.85,941597.45,972714.61,1001499.87,1528450.41,1781847.95,2080605.653,2467153.963,3134731.193,2022-10-13,0,10,3,0,0,0,0,autumn,1001499.87,-1.258457568696478,-1.12645770876822,-1.0100742706247494,-0.3748968624519103,0.6437869880778734,0.6169924959629218,1.106854989843631,1.4022519366569313,26748.0,27456.0,31320.0,37517.0,37354.0,40334.0,42131.0,24.077740990556947,23.550831464034694,23.134099286130535,20.646790549169857,20.57197062664925,22.306804626010603,21.853680839986115,21.7363888822957,29.762148945715566,31.64866695804196,30.255412611749684,32.25264525415145,35.4976888418911,35.11790134873804,34.07905214687523
1150,信息流,25541,657969.6,813883.672,864351.425,914295.365,952380.155,990910.295,1033973.062,1531819.922,1788011.452,2068775.082,2426041.733,3064972.623,2022-10-14,0,10,4,0,0,0,0,autumn,1033973.062,-1.0626496460647494,-0.9909290610190946,-0.8483755219308253,-0.7226869719003214,-0.036725732750791655,1.0634041324173336,1.0344673617182203,1.5634954395302283,25945.0,26748.0,27456.0,31320.0,37517.0,37354.0,40334.0,25.76130926745233,24.077740990556947,23.550831464034694,23.134099286130535,20.646790549169857,20.57197062664925,22.306804626010603,21.853680839986115,30.23781923299287,32.4421171676387,34.83535402097902,32.67659431673052,33.39851459338433,36.61204366332923,35.11790134873804
1154,信息流,24037,637182.002,770782.422,847295.382,908568.882,945203.922,969802.012,1010575.862,1559200.058,1802476.008,2099978.278,2502987.398,3137594.328,2022-10-15,0,10,5,0,0,0,0,autumn,1010575.862,-1.0928016346314948,-0.7913805794784494,-0.7104137534931899,-0.5494821662007062,-0.407589807790895,0.3668057753948546,1.6087647373519172,1.5760974288479634,25541.0,25945.0,26748.0,27456.0,31320.0,37517.0,37354.0,26.508382992885966,25.76130926745233,24.077740990556947,23.550831464034694,23.134099286130535,20.646790549169857,20.57197062664925,22.306804626010603,31.86577158294507,33.429258816727696,34.48272282039779,36.95851216491842,33.95809782886335,34.81285449263001,36.61204366332923
1158,信息流,24010,586836.606,714478.966,771754.826,817977.916,863280.036,893230.956,926166.376,1421687.756,1643754.126,1899853.268,2229980.538,2871575.558,2022-10-16,0,10,6,0,0,0,0,autumn,926166.376,-0.8950257236427064,-0.8886859336411709,-0.5355361498519322,-0.4406741068659931,-0.25212405607958444,-0.0858806738170971,0.821413717513766,2.276512926384718,24037.0,25541.0,25945.0,26748.0,27456.0,31320.0,37517.0,24.441341357767598,26.508382992885966,25.76130926745233,24.077740990556947,23.550831464034694,23.134099286130535,20.646790549169857,20.57197062664925,32.06649839830262,33.841722133040996,35.17632877240316,35.937908254822794,38.25077469405594,35.11647618135377,34.81285449263001
1162,信息流,22000,617566.42,774397.23,836672.04,888740.26,948402.21,980591.39,1012633.866,1503196.613,1724631.873,1980126.093,2347935.673,2980481.291,2022-10-17,0,10,0,0,0,0,0,autumn,1012633.866,-1.4819611045928829,-0.7146643740054611,-0.7043574029975704,-0.13022094389136032,0.024001881560041863,0.33053883412805163,0.6008105183349643,2.075852591464217,24010.0,24037.0,25541.0,25945.0,26748.0,27456.0,31320.0,28.071200909090912,24.441341357767598,26.508382992885966,25.76130926745233,24.077740990556947,23.550831464034694,23.134099286130535,20.646790549169857,29.757557934194086,35.24963106876898,35.79716397165342,36.29205820003854,37.53051779572304,39.48587121212122,35.11647618135377
1166,信息流,20081,521334.43,654074.03,713165.39,771283.15,809959.103,842897.276,861091.506,1306386.359,1531016.849,1748898.9,2070189.104,2597096.584,2022-10-18,0,10,1,0,0,0,0,autumn,861091.506,-1.8920411021504724,-1.0661492909416566,-0.20109325106165668,-0.1894730953020746,0.4578126181205721,0.6316845783750596,0.9772766181878159,1.2819829247724128,22000.0,24010.0,24037.0,25541.0,25945.0,26748.0,27456.0,25.96157711269359,28.071200909090912,24.441341357767598,26.508382992885966,25.76130926745233,24.077740990556947,23.550831464034694,23.134099286130535,35.19987409090909,32.14305814244065,37.79876365603029,37.28828765514271,37.491409134708036,39.174062733662325,39.48587121212122
1170,信息流,19354,503644.66,633966.66,698116.59,762989.58,799910.68,836899.19,867593.14,1376455.9,1598296.39,1837661.203,2157376.252,2698841.892,2022-10-19,0,10,2,0,0,0,0,autumn,867593.14,-1.606711349008042,-1.3225417465925582,-0.5724434425549878,0.2132249217574229,0.22377867590490305,0.8116618698978711,0.9695773023268333,1.2834537682685576,20081.0,22000.0,24010.0,24037.0,25541.0,25945.0,26748.0,26.022768419964862,25.96157711269359,28.071200909090912,24.441341357767598,26.508382992885966,25.76130926745233,24.077740990556947,23.550831464034694,32.57178576764105,38.030547272727276,34.068218075801745,39.322873985938344,38.79684800908343,38.60088148005396,39.174062733662325
1174,信息流,18953,490175.78,620092.25,697255.09,720311.56,774065.52,806156.27,843280.78,1310858.173,1520672.966,1738534.726,2067434.096,2579087.645,2022-10-20,0,10,3,0,0,0,0,autumn,843280.78,-1.3572056256342477,-1.2033407054294676,-0.9243885932377587,-0.18806245390366066,0.5831806623347641,0.5935406444931907,1.1706300210218428,1.3256460503553371,19354.0,20081.0,22000.0,24010.0,24037.0,25541.0,25945.0,25.862701419300375,26.022768419964862,25.96157711269359,28.071200909090912,24.441341357767598,26.508382992885966,25.76130926745233,24.077740990556947,32.756363542420175,35.51443603406205,40.397284545454546,35.95502024156601,40.346216749178346,40.48287310598646,38.60088148005396
1178,信息流,19452,590537.47,738542.81,791859.68,843635.37,887276.38,921517.05,955319.06,1448399.094,1688545.514,1909510.984,2275954.604,2835995.894,2022-10-21,0,10,4,0,0,0,0,autumn,955319.06,-0.924886176443574,-1.1321703453388552,-0.9655952917777174,-0.6636001198601434,0.13355082224415407,0.9685030857301562,0.9797188624038488,1.604479163042131,18953.0,19354.0,20081.0,22000.0,24010.0,24037.0,25541.0,30.35870193296319,25.862701419300375,26.022768419964862,25.96157711269359,28.071200909090912,24.441341357767598,26.508382992885966,25.76130926745233,32.71736664380309,36.07092022320967,38.40860265923012,43.10919136363636,37.20245547688463,42.04251204393227,40.48287310598646
1182,信息流,19367,631230.83,750173.27,818723.36,856555.72,904102.54,933485.75,979590.59,1395338.481,1600882.641,1854821.841,2162772.821,2698351.353,2022-10-22,0,10,5,0,0,0,0,autumn,979590.59,-0.7696227073199826,-0.7271366348262671,-0.9765548721717267,-0.7761205772307862,-0.412739698372772,0.5464458676912298,1.5511165231308564,1.5646120990994485,19452.0,18953.0,19354.0,20081.0,22000.0,24010.0,24037.0,32.593113543656735,30.35870193296319,25.862701419300375,26.022768419964862,25.96157711269359,28.071200909090912,24.441341357767598,26.508382992885966,37.967448591404484,36.788639793172585,39.42283662292032,40.33460001991933,44.57233590909091,38.57419308621408,42.04251204393227
1186,信息流,21694,561315.689,713974.069,775408.927,829630.417,862107.358,910447.388,948713.118,1505793.002,1779560.042,2016761.932,2400770.406,3019501.856,2022-10-23,0,10,6,0,0,0,0,autumn,948713.118,0.6490416986107935,-0.7492409378130616,-0.6981648638568829,-0.9980114627290375,-0.7570525726534183,-0.32020191658116104,0.8329155648530365,2.0407144901697314,19367.0,19452.0,18953.0,19354.0,20081.0,22000.0,24010.0,25.8742366092007,32.593113543656735,30.35870193296319,25.862701419300375,26.022768419964862,25.96157711269359,28.071200909090912,24.441341357767598,38.73461403418186,40.708393995476044,38.005147470057516,41.33050945540974,41.97486559434291,46.02881209090909,38.57419308621408
1190,信息流,18470,601461.211,759789.591,836617.171,907376.381,966723.191,998388.551,1028979.331,1548080.427,1799210.797,2012286.507,2339976.077,2934352.28,2022-10-24,0,10,0,0,0,0,0,autumn,1028979.331,-1.2167806392236826,1.486105093861945,-0.46476807638937495,-0.3935071311932588,-0.8118507976975169,-0.47566680918407506,0.13382386325800041,1.742644496567963,21694.0,19367.0,19452.0,18953.0,19354.0,20081.0,22000.0,32.564223659989175,25.8742366092007,32.593113543656735,30.35870193296319,25.862701419300375,26.022768419964862,25.96157711269359,28.071200909090912,32.91113068129437,42.274144679093304,43.37010950030845,40.84131905239276,43.24166528882918,42.88090762412231,46.02881209090909
